"","FTHGf1","FTHGf2","FTHGf3","FTHGf4","FTHGf5","FTHGf6","FTHGf7","FTHGf8","FTHGa1","FTHGa2","FTHGa3","FTHGa4","FTHGa5","FTHGa6","FTHGa7","FTHGa8","FTAGf1","FTAGf2","FTAGf3","FTAGf4","FTAGf5","FTAGf6","FTAGf7","FTAGf8","FTAGa1","FTAGa2","FTAGa3","FTAGa4","FTAGa5","FTAGa6","FTAGa7","FTAGa8","HSf1","HSf2","HSf3","HSf4","HSf5","HSf6","HSf7","HSf8","HSa1","HSa2","HSa3","HSa4","HSa5","HSa6","HSa7","HSa8","ASf1","ASf2","ASf3","ASf4","ASf5","ASf6","ASf7","ASf8","ASa1","ASa2","ASa3","ASa4","ASa5","ASa6","ASa7","ASa8","HSTf1","HSTf2","HSTf3","HSTf4","HSTf5","HSTf6","HSTf7","HSTf8","HSTa1","HSTa2","HSTa3","HSTa4","HSTa5","HSTa6","HSTa7","HSTa8","ASTf1","ASTf2","ASTf3","ASTf4","ASTf5","ASTf6","ASTf7","ASTf8","ASTa1","ASTa2","ASTa3","ASTa4","ASTa5","ASTa6","ASTa7","ASTa8","HCf1","HCf2","HCf3","HCf4","HCf5","HCf6","HCf7","HCf8","HCa1","HCa2","HCa3","HCa4","HCa5","HCa6","HCa7","HCa8","ACf1","ACf2","ACf3","ACf4","ACf5","ACf6","ACf7","ACf8","ACa1","ACa2","ACa3","ACa4","ACa5","ACa6","ACa7","ACa8","Y"
"514",0,2.4,2.08,0.416,0.8832,0.97664,1.795328,0.3590656,2,0.4,1.68,0.336,1.6672,1.93344,1.186688,0.2373376,0,2.4,2.08,0.416,0.8832,0.97664,1.795328,0.3590656,2,0.4,1.68,0.336,1.6672,1.93344,1.186688,0.2373376,4,13.6,21.12,13.824,13.9648,12.39296,11.278592,12.6557184,18,10,13.2,7.44,11.088,12.6176,20.12352,8.824704,4,13.6,21.12,13.824,13.9648,12.39296,11.278592,12.6557184,18,10,13.2,7.44,11.088,12.6176,20.12352,8.824704,1,6.6,6.92,3.784,5.5568,3.51136,6.302272,3.6604544,8,2.4,5.28,5.056,3.4112,3.08224,4.616448,3.3232896,1,6.6,6.92,3.784,5.5568,3.51136,6.302272,3.6604544,8,2.4,5.28,5.056,3.4112,3.08224,4.616448,3.3232896,2,6.8,5.36,1.872,5.1744,3.43488,1.486976,2.6973952,6,2.8,2.96,2.992,4.5984,3.31968,3.863936,3.9727872,5,2.6,7.72,5.544,9.9088,6.78176,6.156352,2.8312704,1,4.2,2.44,2.888,1.3776,3.47552,2.295104,4.4590208,6
"515",1,1,1,2.6,1.32,1.864,3.5728,3.11456,1,1.8,3.56,0.712,0.9424,0.18848,0.837696,0.9675392,1,1,1,2.6,1.32,1.864,3.5728,3.11456,1,1.8,3.56,0.712,0.9424,0.18848,0.837696,0.9675392,5,13.8,7.56,14.312,18.0624,17.21248,18.642496,12.5284992,15,14.2,12.44,5.688,13.1376,9.02752,9.805504,17.9611008,5,13.8,7.56,14.312,18.0624,17.21248,18.642496,12.5284992,15,14.2,12.44,5.688,13.1376,9.02752,9.805504,17.9611008,2,3.6,1.52,8.304,7.2608,6.25216,5.250432,6.6500864,6,6,4.4,0.88,4.176,2.4352,2.88704,4.577408,2,3.6,1.52,8.304,7.2608,6.25216,5.250432,6.6500864,6,6,4.4,0.88,4.176,2.4352,2.88704,4.577408,1,10.6,2.92,3.784,3.9568,5.59136,5.118272,4.2236544,5,5,5.8,1.96,4.392,3.2784,3.05568,6.211136,9,6.6,6.12,3.624,6.3248,7.66496,3.132992,4.6265984,5,5.8,1.96,1.192,1.0384,9.80768,5.161536,5.0323072,10
"516",0,0.8,0.16,0.832,3.3664,2.27328,2.854656,2.9709312,0,1.6,1.92,2.784,1.3568,1.07136,1.014272,1.8028544,0,0.8,0.16,0.832,3.3664,2.27328,2.854656,2.9709312,0,1.6,1.92,2.784,1.3568,1.07136,1.014272,1.8028544,11,20.6,14.52,11.704,12.7408,14.54816,10.909632,10.9819264,15,10.2,7.64,10.328,12.4656,7.29312,5.458624,6.6917248,11,20.6,14.52,11.704,12.7408,14.54816,10.909632,10.9819264,15,10.2,7.64,10.328,12.4656,7.29312,5.458624,6.6917248,3,8.6,5.72,5.944,5.9888,4.39776,4.079552,5.6159104,8,4.8,3.36,3.872,5.5744,1.91488,1.182976,3.4365952,3,8.6,5.72,5.944,5.9888,4.39776,4.079552,5.6159104,8,4.8,3.36,3.872,5.5744,1.91488,1.182976,3.4365952,6,5.2,5.84,5.168,1.8336,8.36672,5.673344,4.3346688,3,2.2,4.44,5.688,6.7376,3.74752,2.349504,2.8699008,4,3.2,3.04,7.808,7.1616,4.63232,4.126464,2.4252928,2,5.2,5.04,6.608,1.3216,5.06432,8.212864,4.0425728,11
"517",0,0.8,1.76,1.152,1.0304,1.80608,1.161216,1.8322432,0,0.8,0.96,2.592,2.1184,1.22368,1.044736,1.0089472,0,0.8,1.76,1.152,1.0304,1.80608,1.161216,1.8322432,0,0.8,0.96,2.592,2.1184,1.22368,1.044736,1.0089472,8,13.6,9.92,17.984,9.1968,13.03936,14.607872,10.9215744,12,6.4,19.68,15.136,17.4272,6.68544,14.937088,10.9874176,8,13.6,9.92,17.984,9.1968,13.03936,14.607872,10.9215744,12,6.4,19.68,15.136,17.4272,6.68544,14.937088,10.9874176,1,5,4.2,2.44,2.888,6.9776,6.19552,5.239104,5,2.6,8.52,8.904,5.7808,3.55616,4.711232,3.3422464,1,5,4.2,2.44,2.888,6.9776,6.19552,5.239104,5,2.6,8.52,8.904,5.7808,3.55616,4.711232,3.3422464,3,4.6,2.52,7.704,5.5408,9.90816,6.781632,6.1563264,3,1.4,4.28,2.456,2.8912,1.37824,3.475648,2.2951296,4,3.2,7.04,8.608,5.7216,5.14432,3.428864,3.8857728,6,2.8,2.96,2.992,3.7984,8.75968,9.751936,5.9503872,8
"518",5,2.6,2.12,1.224,2.6448,3.72896,5.545792,1.9091584,2,0.4,0.88,0.176,0.8352,3.36704,1.473408,0.2946816,5,2.6,2.12,1.224,2.6448,3.72896,5.545792,1.9091584,2,0.4,0.88,0.176,0.8352,3.36704,1.473408,0.2946816,17,17.8,14.76,13.352,11.4704,23.89408,16.778816,17.7557632,10,5.2,13.84,8.368,10.4736,10.89472,6.178944,4.4357888,17,17.8,14.76,13.352,11.4704,23.89408,16.778816,17.7557632,10,5.2,13.84,8.368,10.4736,10.89472,6.178944,4.4357888,6,7.6,6.32,6.064,4.4128,8.88256,8.976512,5.7953024,5,1.8,3.56,3.912,5.5824,4.31648,3.263296,2.2526592,6,7.6,6.32,6.064,4.4128,8.88256,8.976512,5.7953024,5,1.8,3.56,3.912,5.5824,4.31648,3.263296,2.2526592,2,5.2,5.04,3.408,5.4816,9.89632,4.379264,8.0758528,1,1.8,10.76,5.352,5.0704,5.01408,2.602816,3.7205632,7,4.6,4.12,1.624,4.3248,1.66496,3.532992,4.7065984,5,5,4.2,5.64,6.728,3.7456,2.34912,3.669824,4
"519",1,1,0.2,0.04,0.808,0.9616,0.99232,0.998464,4,1.6,2.72,3.744,1.5488,1.90976,5.181952,4.2363904,1,1,0.2,0.04,0.808,0.9616,0.99232,0.998464,4,1.6,2.72,3.744,1.5488,1.90976,5.181952,4.2363904,9,17,9.8,4.36,11.272,5.4544,5.09088,12.218176,17,12.2,15.24,8.648,7.3296,12.66592,14.533184,17.3066368,9,17,9.8,4.36,11.272,5.4544,5.09088,12.218176,17,12.2,15.24,8.648,7.3296,12.66592,14.533184,17.3066368,4,4,1.6,0.32,3.264,3.0528,3.01056,6.202112,8,4.8,7.36,4.672,1.7344,6.74688,8.549376,9.7098752,4,4,1.6,0.32,3.264,3.0528,3.01056,6.202112,8,4.8,7.36,4.672,1.7344,6.74688,8.549376,9.7098752,5,8.2,3.24,2.248,6.0496,2.00992,2.001984,6.0003968,7,4.6,7.32,3.864,7.9728,10.39456,4.478912,7.2957824,6,2.8,10.96,5.392,3.4784,5.49568,5.899136,4.3798272,6,4.4,4.08,3.216,4.6432,5.72864,1.945728,1.9891456,7
"520",0,0,0,1.6,0.32,1.664,1.1328,3.42656,1,0.2,0.84,0.168,2.4336,1.28672,1.857344,1.1714688,0,0,0,1.6,0.32,1.664,1.1328,3.42656,1,0.2,0.84,0.168,2.4336,1.28672,1.857344,1.1714688,10,15.6,8.72,7.344,4.6688,10.53376,8.506752,16.1013504,13,11.4,14.28,13.256,15.4512,14.29024,12.458048,13.6916096,10,15.6,8.72,7.344,4.6688,10.53376,8.506752,16.1013504,13,11.4,14.28,13.256,15.4512,14.29024,12.458048,13.6916096,2,4.4,1.68,2.736,0.5472,2.50944,2.101888,8.4203776,4,3.2,7.04,5.408,9.0816,6.61632,6.123264,6.8246528,2,4.4,1.68,2.736,0.5472,2.50944,2.101888,8.4203776,4,3.2,7.04,5.408,9.0816,6.61632,6.123264,6.8246528,7,5.4,3.48,4.696,1.7392,4.34784,1.669568,6.7339136,5,4.2,7.24,6.248,4.4496,5.68992,5.937984,6.7875968,1,4.2,5.64,4.328,3.2656,8.65312,3.330624,3.0661248,2,7.6,2.32,2.064,1.2128,4.24256,4.048512,4.8097024,18
"521",0,0.8,2.56,1.312,0.2624,0.85248,2.570496,0.5140992,4,2.4,2.88,2.176,0.4352,3.28704,1.457408,5.0914816,0,0.8,2.56,1.312,0.2624,0.85248,2.570496,0.5140992,4,2.4,2.88,2.176,0.4352,3.28704,1.457408,5.0914816,7,10.2,15.64,12.728,7.3456,11.86912,12.773824,8.1547648,23,16.6,16.92,11.384,11.8768,12.77536,14.555072,14.9110144,7,10.2,15.64,12.728,7.3456,11.86912,12.773824,8.1547648,23,16.6,16.92,11.384,11.8768,12.77536,14.555072,14.9110144,3,3.8,7.16,4.632,4.9264,5.78528,5.957056,2.7914112,6,7.6,7.12,5.424,3.4848,5.49696,4.299392,6.4598784,3,3.8,7.16,4.632,4.9264,5.78528,5.957056,2.7914112,6,7.6,7.12,5.424,3.4848,5.49696,4.299392,6.4598784,4,8,6.4,6.08,3.616,6.3232,7.66464,3.132928,6,5.2,5.84,1.968,1.1936,1.03872,9.807744,5.1615488,13,7.4,4.68,3.336,1.4672,4.29344,3.258688,3.0517376,4,0.8,3.36,7.872,3.9744,3.99488,3.198976,5.4397952,11
"522",0,0,0,3.2,1.44,2.688,1.3376,1.06752,0,0,0,0,3.2,0.64,2.528,2.1056,0,0,0,3.2,1.44,2.688,1.3376,1.06752,0,0,0,0,3.2,0.64,2.528,2.1056,12,14.4,6.88,6.976,12.5952,9.71904,13.943808,10.7887616,15,11.8,13.56,5.112,9.0224,17.00448,13.800896,10.7601792,12,14.4,6.88,6.976,12.5952,9.71904,13.943808,10.7887616,15,11.8,13.56,5.112,9.0224,17.00448,13.800896,10.7601792,5,7.4,1.48,3.496,3.0992,4.61984,4.123968,3.2247936,5,3.4,2.28,0.456,4.8912,6.57824,6.115648,5.2231296,5,7.4,1.48,3.496,3.0992,4.61984,4.123968,3.2247936,5,3.4,2.28,0.456,4.8912,6.57824,6.115648,5.2231296,6,3.6,3.92,3.184,2.2368,0.44736,9.689472,3.5378944,4,5.6,11.52,3.904,11.1808,7.83616,7.967232,6.3934464,3,2.2,6.84,5.368,1.8736,5.17472,3.434944,1.4869888,3,5.4,2.68,2.936,2.9872,4.59744,3.319488,3.8638976,9
"523",3,1.4,1.88,3.576,2.3152,0.46304,0.092608,0.8185216,2,1.2,0.24,0.848,1.7696,1.15392,1.030784,2.6061568,3,1.4,1.88,3.576,2.3152,0.46304,0.092608,0.8185216,2,1.2,0.24,0.848,1.7696,1.15392,1.030784,2.6061568,15,13.4,11.48,11.896,13.5792,7.51584,15.103168,7.0206336,16,8.8,13.76,7.552,11.1104,11.82208,8.764416,9.7528832,15,13.4,11.48,11.896,13.5792,7.51584,15.103168,7.0206336,16,8.8,13.76,7.552,11.1104,11.82208,8.764416,9.7528832,7,6.2,3.64,3.928,4.7856,3.35712,3.071424,1.4142848,7,4.6,4.12,1.624,2.7248,3.74496,2.348992,3.6697984,7,6.2,3.64,3.928,4.7856,3.35712,3.071424,1.4142848,7,4.6,4.12,1.624,2.7248,3.74496,2.348992,3.6697984,4,2.4,1.28,5.056,6.6112,6.12224,12.424448,4.0848896,13,5,5.8,1.96,4.392,5.6784,4.33568,4.867136,5,1,5,2.6,3.72,3.144,3.0288,3.80576,7,6.2,6.04,4.408,4.8816,1.77632,5.155264,1.8310528,6
"524",0,0.8,3.36,3.072,3.8144,3.96288,1.592576,1.9185152,2,1.2,1.04,1.008,1.0016,3.40032,0.680064,0.9360128,0,0.8,3.36,3.072,3.8144,3.96288,1.592576,1.9185152,2,1.2,1.04,1.008,1.0016,3.40032,0.680064,0.9360128,9,10.6,16.52,14.504,10.9008,10.98016,8.596032,11.3192064,15,18.2,10.84,18.168,14.8336,24.56672,18.513344,18.1026688,9,10.6,16.52,14.504,10.9008,10.98016,8.596032,11.3192064,15,18.2,10.84,18.168,14.8336,24.56672,18.513344,18.1026688,5,4.2,7.24,8.648,6.5296,4.50592,2.501184,6.9002368,6,4.4,3.28,2.256,2.8512,8.57024,4.114048,4.8228096,5,4.2,7.24,8.648,6.5296,4.50592,2.501184,6.9002368,6,4.4,3.28,2.256,2.8512,8.57024,4.114048,4.8228096,6,4.4,5.68,2.736,10.9472,6.18944,4.437888,5.6875776,6,8.4,4.08,8.016,3.2032,9.44064,13.088128,5.0176256,6,6,5.2,5.84,5.168,1.8336,8.36672,5.673344,5,3.4,2.28,4.456,5.6912,6.73824,3.747648,2.3495296,12
"525",1,1,1,1.8,1.16,0.232,0.8464,0.16928,3,2.2,3.64,2.328,1.2656,2.65312,1.330624,1.0661248,1,1,1,1.8,1.16,0.232,0.8464,0.16928,3,2.2,3.64,2.328,1.2656,2.65312,1.330624,1.0661248,11,15,10.2,13.24,8.248,16.8496,16.96992,6.593984,13,14.6,17.32,21.864,14.7728,10.15456,14.030912,17.2061824,11,15,10.2,13.24,8.248,16.8496,16.96992,6.593984,13,14.6,17.32,21.864,14.7728,10.15456,14.030912,17.2061824,6,4.4,3.28,5.456,1.8912,5.97824,5.195648,2.6391296,10,6.8,7.76,7.152,4.6304,4.92608,5.785216,5.1570432,6,4.4,3.28,5.456,1.8912,5.97824,5.195648,2.6391296,10,6.8,7.76,7.152,4.6304,4.92608,5.785216,5.1570432,5,4.2,3.24,3.048,7.8096,7.16192,4.632384,4.1264768,6,2.8,5.36,5.072,6.6144,1.32288,5.064576,8.2129152,6,2,10.8,2.96,3.792,3.9584,5.59168,5.118336,4,4.8,4.96,5.792,1.9584,4.39168,3.278336,3.0556672,20
"526",4,4.8,2.56,2.112,1.2224,2.64448,3.728896,5.5457792,0,1.6,0.32,0.864,0.1728,0.83456,3.366912,1.4733824,4,4.8,2.56,2.112,1.2224,2.64448,3.728896,5.5457792,0,1.6,0.32,0.864,0.1728,0.83456,3.366912,1.4733824,14,16.4,17.68,14.736,13.3472,11.46944,23.893888,16.7787776,8,9.6,5.12,13.824,8.3648,10.47296,10.894592,6.1789184,14,16.4,17.68,14.736,13.3472,11.46944,23.893888,16.7787776,8,9.6,5.12,13.824,8.3648,10.47296,10.894592,6.1789184,6,6,7.6,6.32,6.064,4.4128,8.88256,8.976512,2,4.4,1.68,3.536,3.9072,5.58144,4.316288,3.2632576,6,6,7.6,6.32,6.064,4.4128,8.88256,8.976512,2,4.4,1.68,3.536,3.9072,5.58144,4.316288,3.2632576,3,2.2,5.24,5.048,3.4096,5.48192,9.896384,4.3792768,1,1,1.8,10.76,5.352,5.0704,5.01408,2.602816,11,6.2,4.44,3.288,3.0576,7.81152,7.162304,4.6324608,9,6.6,2.92,5.384,5.0768,6.61536,1.323072,5.0646144,9
"527",1,0.2,0.04,0.808,0.1616,0.83232,0.966464,1.7932928,3,2.2,2.84,1.368,1.0736,1.01472,1.002944,1.0005888,1,0.2,0.04,0.808,0.1616,0.83232,0.966464,1.7932928,3,2.2,2.84,1.368,1.0736,1.01472,1.002944,1.0005888,9,10.6,7.72,7.944,11.9888,13.59776,7.519552,11.9039104,18,11.6,20.72,18.544,16.5088,18.50176,25.300352,13.8600704,9,10.6,7.72,7.944,11.9888,13.59776,7.519552,11.9039104,18,11.6,20.72,18.544,16.5088,18.50176,25.300352,13.8600704,3,0.6,1.72,1.944,4.3888,7.27776,4.655552,5.7311104,11,7.8,10.36,9.272,5.0544,5.81088,8.362176,4.0724352,3,0.6,1.72,1.944,4.3888,7.27776,4.655552,5.7311104,11,7.8,10.36,9.272,5.0544,5.81088,8.362176,4.0724352,4,2.4,1.28,0.256,6.4512,7.69024,2.338048,2.8676096,7,3.8,4.76,8.152,4.0304,5.60608,12.321216,4.8642432,1,4.2,0.84,4.968,2.5936,3.71872,3.143744,3.0287488,5,6.6,6.12,6.024,4.4048,4.88096,1.776192,5.1552384,13
"528",0,3.2,0.64,0.128,1.6256,1.92512,1.985024,1.9970048,4,1.6,0.32,0.064,0.8128,1.76256,0.352512,0.0705024,0,3.2,0.64,0.128,1.6256,1.92512,1.985024,1.9970048,4,1.6,0.32,0.064,0.8128,1.76256,0.352512,0.0705024,8,15.2,11.84,10.368,10.0736,11.61472,8.722944,9.7445888,14,10,15.6,8.72,11.344,13.4688,11.49376,5.498752,8,15.2,11.84,10.368,10.0736,11.61472,8.722944,9.7445888,14,10,15.6,8.72,11.344,13.4688,11.49376,5.498752,2,6.8,3.76,2.352,4.4704,3.29408,3.858816,3.1717632,6,4.4,4.88,0.976,3.3952,4.67904,4.135808,4.0271616,2,6.8,3.76,2.352,4.4704,3.29408,3.858816,3.1717632,6,4.4,4.88,0.976,3.3952,4.67904,4.135808,4.0271616,1,5.8,4.36,4.072,1.6144,4.32288,1.664576,3.5329152,3,4.6,4.92,4.184,5.6368,6.72736,3.745472,2.3490944,4,5.6,3.52,3.904,3.1808,2.23616,0.447232,9.6894464,5,4.2,5.64,11.528,3.9056,11.18112,7.836224,7.9672448,17
"529",0,0,0.8,0.96,0.192,0.8384,0.96768,0.993536,1,0.2,0.84,0.168,3.2336,1.44672,0.289344,1.6578688,0,0,0.8,0.96,0.192,0.8384,0.96768,0.993536,1,0.2,0.84,0.168,3.2336,1.44672,0.289344,1.6578688,11,14.2,8.44,13.688,11.5376,16.70752,12.941504,7.3883008,14,12.4,12.88,8.176,10.4352,14.08704,17.217408,15.4434816,11,14.2,8.44,13.688,11.5376,16.70752,12.941504,7.3883008,14,12.4,12.88,8.176,10.4352,14.08704,17.217408,15.4434816,3,4.6,4.12,7.224,6.2448,4.44896,4.889792,1.7779584,3,4.6,5.72,1.944,5.1888,8.23776,6.447552,4.4895104,3,4.6,4.12,7.224,6.2448,4.44896,4.889792,1.7779584,3,4.6,5.72,1.944,5.1888,8.23776,6.447552,4.4895104,6,4.4,3.28,7.056,8.6112,5.72224,5.144448,3.4288896,2,5.2,2.64,2.928,2.9856,3.79712,8.759424,9.7518848,5,4.2,2.44,1.288,5.0576,6.61152,6.122304,12.4244608,1,10.6,4.52,5.704,1.9408,4.38816,5.677632,4.3355264,15
"530",3,0.6,0.12,2.424,2.0848,0.41696,0.883392,0.9766784,0,0,1.6,0.32,1.664,0.3328,1.66656,1.933312,3,0.6,0.12,2.424,2.0848,0.41696,0.883392,0.9766784,0,0,1.6,0.32,1.664,0.3328,1.66656,1.933312,11,11.8,5.56,13.912,21.1824,13.83648,13.967296,12.3934592,5,7.4,15.88,9.576,13.1152,7.42304,11.084608,12.6169216,11,11.8,5.56,13.912,21.1824,13.83648,13.967296,12.3934592,5,7.4,15.88,9.576,13.1152,7.42304,11.084608,12.6169216,5,5,1.8,6.76,6.952,3.7904,5.55808,3.511616,1,1,6.6,2.12,5.224,5.0448,3.40896,3.081792,5,5,1.8,6.76,6.952,3.7904,5.55808,3.511616,1,1,6.6,2.12,5.224,5.0448,3.40896,3.081792,5,3.4,2.28,6.856,5.3712,1.87424,5.174848,3.4349696,4,3.2,5.44,2.688,2.9376,2.98752,4.597504,3.3195008,8,12,7.2,4.64,3.328,1.4656,4.29312,3.258624,3,3.8,0.76,3.352,7.8704,3.97408,3.994816,3.1989632,10
"531",3,0.6,0.92,3.384,3.0768,3.81536,3.963072,1.5926144,2,2,1.2,1.04,1.008,1.0016,3.40032,0.680064,3,0.6,0.92,3.384,3.0768,3.81536,3.963072,1.5926144,2,2,1.2,1.04,1.008,1.0016,3.40032,0.680064,15,10.2,10.84,16.568,14.5136,10.90272,10.980544,8.5961088,13,14.6,18.12,10.824,18.1648,14.83296,24.566592,18.5133184,15,10.2,10.84,16.568,14.5136,10.90272,10.980544,8.5961088,13,14.6,18.12,10.824,18.1648,14.83296,24.566592,18.5133184,5,5,4.2,7.24,8.648,6.5296,4.50592,2.501184,3,5.4,4.28,3.256,2.2512,2.85024,8.570048,4.1140096,5,5,4.2,7.24,8.648,6.5296,4.50592,2.501184,3,5.4,4.28,3.256,2.2512,2.85024,8.570048,4.1140096,8,6.4,4.48,5.696,2.7392,10.94784,6.189568,4.4379136,4,5.6,8.32,4.064,8.0128,3.20256,9.440512,13.0881024,4,5.6,5.92,5.184,5.8368,5.16736,1.833472,8.3666944,8,5.6,3.52,2.304,4.4608,5.69216,6.738432,3.7476864,13
"532",2,0.4,0.08,0.016,1.6032,0.32064,1.664128,1.1328256,1,1,0.2,0.84,0.168,2.4336,1.28672,1.857344,2,0.4,0.08,0.016,1.6032,0.32064,1.664128,1.1328256,1,1,0.2,0.84,0.168,2.4336,1.28672,1.857344,25,13,16.2,8.84,7.368,4.6736,10.53472,8.506944,11,12.6,11.32,14.264,13.2528,15.45056,14.290112,12.4580224,25,13,16.2,8.84,7.368,4.6736,10.53472,8.506944,11,12.6,11.32,14.264,13.2528,15.45056,14.290112,12.4580224,6,2.8,4.56,1.712,2.7424,0.54848,2.509696,2.1019392,4,4,3.2,7.04,5.408,9.0816,6.61632,6.123264,6,2.8,4.56,1.712,2.7424,0.54848,2.509696,2.1019392,4,4,3.2,7.04,5.408,9.0816,6.61632,6.123264,16,8.8,5.76,3.552,4.7104,1.74208,4.348416,1.6696832,2,4.4,4.08,7.216,6.2432,4.44864,5.689728,5.9379456,9,6.6,2.12,10.824,2.9648,3.79296,3.958592,5.5917184,11,5.4,5.08,5.016,5.8032,1.96064,4.392128,3.2784256,9
"533",1,1,1.8,0.36,0.072,3.2144,2.24288,1.248576,2,2.8,2.96,1.392,0.2784,0.05568,0.811136,0.9622272,1,1,1.8,0.36,0.072,3.2144,2.24288,1.248576,2,2.8,2.96,1.392,0.2784,0.05568,0.811136,0.9622272,14,10.8,14.96,14.992,8.5984,10.51968,12.503936,14.5007872,7,14.2,14.84,10.968,10.1936,10.83872,13.367744,17.8735488,14,10.8,14.96,14.992,8.5984,10.51968,12.503936,14.5007872,7,14.2,14.84,10.968,10.1936,10.83872,13.367744,17.8735488,8,4,6.4,3.68,0.736,4.9472,4.98944,4.997888,3,6.2,6.84,4.568,2.5136,5.30272,5.060544,6.6121088,8,4,6.4,3.68,0.736,4.9472,4.98944,4.997888,3,6.2,6.84,4.568,2.5136,5.30272,5.060544,6.6121088,4,7.2,11.84,7.168,4.6336,3.32672,1.465344,4.2930688,6,3.6,3.92,0.784,3.3568,7.87136,3.974272,3.9948544,6,4.4,2.48,1.296,0.2592,6.45184,7.690368,2.3380736,7,7,3.8,4.76,8.152,4.0304,5.60608,12.321216,7
"534",1,3.4,1.48,1.096,2.6192,2.92384,1.384768,0.2769536,2,1.2,0.24,0.048,2.4096,1.28192,1.056384,1.8112768,1,3.4,1.48,1.096,2.6192,2.92384,1.384768,0.2769536,2,1.2,0.24,0.048,2.4096,1.28192,1.056384,1.8112768,19,7,11.8,10.36,15.672,15.1344,15.02688,11.805376,20,13.6,10.72,14.144,16.4288,16.08576,17.617152,9.9234304,19,7,11.8,10.36,15.672,15.1344,15.02688,11.805376,20,13.6,10.72,14.144,16.4288,16.08576,17.617152,9.9234304,10,5.2,4.24,4.048,6.4096,7.68192,8.736384,4.9472768,4,4.8,2.56,2.912,6.9824,4.59648,4.119296,4.0238592,10,5.2,4.24,4.048,6.4096,7.68192,8.736384,4.9472768,4,4.8,2.56,2.912,6.9824,4.59648,4.119296,4.0238592,7,2.2,4.44,0.888,4.9776,2.59552,3.719104,3.1438208,6,5.2,6.64,6.128,6.0256,4.40512,4.881024,1.7762048,9,2.6,6.12,4.424,4.0848,1.61696,4.323392,1.6646784,8,4,4.8,4.96,4.192,5.6384,6.72768,3.745536,9
"535",1,1,2.6,1.32,1.864,3.5728,2.31456,0.462912,0,3.2,2.24,1.248,0.2496,0.84992,1.769984,1.1539968,1,1,2.6,1.32,1.864,3.5728,2.31456,0.462912,0,3.2,2.24,1.248,0.2496,0.84992,1.769984,1.1539968,18,13.2,14.64,13.328,11.4656,11.89312,13.578624,7.5157248,11,5.4,13.88,8.376,13.6752,7.53504,11.107008,11.8214016,18,13.2,14.64,13.328,11.4656,11.89312,13.578624,7.5157248,11,5.4,13.88,8.376,13.6752,7.53504,11.107008,11.8214016,8,5.6,6.72,6.144,3.6288,3.92576,4.785152,3.3570304,5,4.2,6.44,4.488,4.0976,1.61952,2.723904,3.7447808,8,5.6,6.72,6.144,3.6288,3.92576,4.785152,3.3570304,5,4.2,6.44,4.488,4.0976,1.61952,2.723904,3.7447808,6,5.2,4.24,2.448,1.2896,5.05792,6.611584,6.1223168,9,2.6,10.92,4.584,5.7168,1.94336,4.388672,5.6777344,7,3.8,2.36,5.272,5.0544,3.41088,5.482176,9.8964352,2,1.2,1.04,1.808,10.7616,5.35232,5.070464,5.0140928,15
"536",2,2.8,3.76,1.552,1.1104,1.02208,2.604416,1.3208832,2,2,0.4,0.88,1.776,3.5552,0.71104,0.942208,2,2.8,3.76,1.552,1.1104,1.02208,2.604416,1.3208832,2,2,0.4,0.88,1.776,3.5552,0.71104,0.942208,15,15.8,21.56,8.312,14.4624,7.69248,14.338496,18.0676992,9,17,9,13.8,13.96,12.392,5.6784,13.13568,15,15.8,21.56,8.312,14.4624,7.69248,14.338496,18.0676992,9,17,9,13.8,13.96,12.392,5.6784,13.13568,7,5.4,5.88,2.776,3.7552,1.55104,8.310208,7.2620416,2,3.6,3.12,5.424,5.8848,4.37696,0.875392,4.1750784,7,5.4,5.88,2.776,3.7552,1.55104,8.310208,7.2620416,2,3.6,3.12,5.424,5.8848,4.37696,0.875392,4.1750784,6,8.4,6.48,2.096,10.8192,2.96384,3.792768,3.9585536,3,9.4,5.08,5.016,5.0032,5.80064,1.960128,4.3920256,3,2.2,2.84,4.568,2.5136,7.70272,5.540544,9.9081088,0,4.8,3.36,1.472,4.2944,2.45888,2.891776,1.3783552,11
"537",1,1.8,1.16,1.032,1.0064,1.80128,1.160256,0.2320512,2,2.8,2.96,2.192,3.6384,2.32768,1.265536,2.6531072,1,1.8,1.16,1.032,1.0064,1.80128,1.160256,0.2320512,2,2.8,2.96,2.192,3.6384,2.32768,1.265536,2.6531072,10,17.2,12.24,15.248,10.2496,13.24992,8.249984,16.8499968,19,16.6,13.72,14.744,17.3488,21.86976,14.773952,10.1547904,10,17.2,12.24,15.248,10.2496,13.24992,8.249984,16.8499968,19,16.6,13.72,14.744,17.3488,21.86976,14.773952,10.1547904,3,3.8,5.56,4.312,3.2624,5.45248,1.890496,5.9780992,6,5.2,9.04,6.608,7.7216,7.14432,4.628864,4.9257728,3,3.8,5.56,4.312,3.2624,5.45248,1.890496,5.9780992,6,5.2,9.04,6.608,7.7216,7.14432,4.628864,4.9257728,2,9.2,5.84,4.368,3.2736,3.05472,7.810944,7.1621888,7,8.6,6.52,2.904,5.3808,5.07616,6.615232,1.3230464,9,6.6,4.52,3.304,7.0608,8.61216,5.722432,5.1444864,6,2.8,5.36,2.672,2.9344,2.98688,3.797376,8.7594752,12
